,index,tweetUrl,renderedContent,userId,source,media,username,displayname,rawDescription,verified,followersCount,location,protected,profileUrl,eng,stance
167,6058,https://twitter.com/manveerssihota/status/1353904660315205632,"My sister’s multitasking 😂

#Canucks #FarmersProtest https://t.co/SGP26v38bQ",252751942,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'previewUrl': 'https://pbs.twimg.com/media/EsoJHECW4AIbyHj?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EsoJHECW4AIbyHj?format=jpg&name=large', 'type': 'photo'}]",manveerssihota,Manveer Singh,Sikh. Punjabi. Political. Progressive. He/him. Views are my own. RTs≠endorsements. Unceded Coast Salish Territories. ਮੂਰਖੈਨਾਲਿਨਲੁਝੀਐ॥ Bigotry = 🚫,FALSE,4146,,FALSE,https://twitter.com/manveerssihota,1,
168,2020,https://twitter.com/Akkhil/status/1354106363203477504,As a Punjabi I feel ashamed of our Religion and being a Punjabi after what the #Khalistanigoons have done to our Country India #farmersprotest #Shoot,57311382,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Akkhil,Dr.akkhil chatwal,,FALSE,457,"Glasgow, Mumbai ,🇩🇪 Germany ",FALSE,https://twitter.com/Akkhil,1,against
169,2082,https://twitter.com/ZamanBajwaa/status/1354104594117390337,"Shared my views regarding Indian Republic Day, human rights and Indian Democracy and Farmer Protest in New Delhi.For details youtube.com/watch?v=JbnPur…  #IndianRepublicDay #FarmersProtest #Kashmir https://t.co/tbhusuUKx2",111383888,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'previewUrl': 'https://pbs.twimg.com/media/Esq-826XEAAtEh7?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Esq-826XEAAtEh7?format=jpg&name=large', 'type': 'photo'}]",ZamanBajwaa,Zaman Bajwa,Lobbyist @kashmirLobby | Human Rights Activist |Freelance Journalist | Blogger | MS Development Studies Scholar | Founder @DPH_Pak,FALSE,1748,"Islamabad, Pakistan",FALSE,https://twitter.com/ZamanBajwaa,1,
170,7218,https://twitter.com/drnitinchaube/status/1353976495430098944,"@ANI #FarmersProstests #FarmersProtest this is sad when we see videos of violence in the #TractorParadeOn26Jan #TractorVsTraitors #YogendraYadav 
This was not what it was meant to be @INCTharoorian",158704024,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,drnitinchaube,SPIRT - THE ONLINE CLINIC (DR NITIN CHAUBE),"CEO & CMD-HBH - Health Beyond Healing Pvt Ltd (https://t.co/IapvPe1Np8), Senior Partner AAUHT-HBH JV, ICELAND",FALSE,501,"Chennai, Tamil Nadu",FALSE,https://twitter.com/drnitinchaube,1,for
171,6786,https://twitter.com/sumitamisra/status/1353992254650798082,"Absolutely. Nothing can legitimize this. As a law abiding citizen i feel outraged &amp; angry by this insult to the nation &amp; to our #Tricolour , tht too on pious #RepublicDay #StopThisViolence #FarmersProtest twitter.com/SinghNavdeep/s…",630012509,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,sumitamisra,Dr Sumita Misra IAS,"Haryana/ACS कृषि /poet/Lucknawi/Director Literati ChdLitfest.Books-Waqt ke Ujale May,A Life of Light, Zara si Dhoop,Petrichor.RT nt endrsmt. Work,love, laugh.",TRUE,22795,"Chandigarh, India",FALSE,https://twitter.com/sumitamisra,1,against
172,2459,https://twitter.com/thegoodperson18/status/1354077287252189187,"@TimesNow : 83 cops injured in #DelhiRiots #FarmersProtest 

Thanks to the inaction by .@BJP4India govt!",2532267378,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,thegoodperson18,#VandeMataram#,"Proud Hindu..Against Corruption & Religious Conversion & Reservation, For UCC, Free Hindu temples from Govt Control & RTs not endorsements!",FALSE,276,India,FALSE,https://twitter.com/thegoodperson18,1,for
173,215,https://twitter.com/IndiaToday/status/1353967530172313602,"Chaos unfolded at Singhu, Tikri and Ghazipur border points after groups of farmers broke police barricades and forced their way into #Delhi.
#FarmersProtest
indiatoday.in/india/story/fa…",19897138,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,IndiaToday,IndiaToday,"Brings you news breaks: Exclusive political, entertainment, sports insight, unbiased-nonaligned. We are also on Instagram : https://t.co/qf1v42FMpb",TRUE,5570393,India,FALSE,https://twitter.com/IndiaToday,1,neutral
174,1502,https://twitter.com/afshanadeeb/status/1354016963757023233,@nehadixit123 India proves again that in this DEMOCRATIC N SECULAR COUNTRY only #RSS and @BJP4India goons are allowed to protest-they are always right in rampage but these #innocent farmers aren’t! the media reportage on these #FarmersProtest #FarmersTractorRally #FarmersProtests NAUSEATING,288756255,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,afshanadeeb,Afshan Adeeb,,FALSE,154,,FALSE,https://twitter.com/afshanadeeb,1,for
175,7465,https://twitter.com/deerashore/status/1353871232731672576,All the arm-chair people calling this protest as vested interest:- How do you like your healthcare cost now? You want to pay a high price for food too? #FarmersProtest #IStandWithFarmers #TractorRally,74796951,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,deerashore,Deepa,no good thing can be done without obstruction and it is those who persevere till the end that succeed,FALSE,44,Jersey,FALSE,https://twitter.com/deerashore,1,for
176,6461,https://twitter.com/13Chardikala/status/1353994295712378883,"Our families, elders, brothers, sisters and children should not be going through all of this violence to repeal these laws.

My sis is right!

#FarmersProtest twitter.com/HayreSay/statu…",60031386,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,13Chardikala,ਗੁਰਪਿਆਰ ਸਿੰਘ,,FALSE,2830,,FALSE,https://twitter.com/13Chardikala,1,for
177,5968,https://twitter.com/I_me_vinay/status/1354009239803449345,"Today's pictures should put to rest what #FarmersProtest is all about. Just curious what Modiji is up to. Amazed by his patience levels. #KhalistaniTerrorists link is out as well, so what do @_YogendraYadav and @BDUTT and other liberandus have to say? #Sikhs reputation damaged.",107759461,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,I_me_vinay,ᖴᖇEE ᗯI-ᖴI (నచ్చితే కనెక్ట్ అయిపోతా),"Inspired by Modi, India first, movie lover (Telugu, India & world), fan of commonsense users & empowered women, explorer of Sanatana Dharma",FALSE,156,"Hyderabad, India",FALSE,https://twitter.com/I_me_vinay,1,against
178,6089,https://twitter.com/eNewsBharati/status/1353993294187999232,"These are not protesters! Khalistanis hoist yellow flag at #RedFort: 
newsbharati.com/Encyc/2021/1/2… @eNewsBharati 

@HMOIndia @PMOIndia #KhalistaniTerrorists #Khalistan #KhalistaniBreakingRules #KhalistanTractorRally #KhalistaniTerrorist #FarmersProtest #FarmersProstests #FarmBills2020",303732867,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,eNewsBharati,News Bharati,"https://t.co/ASBZdpgfKu is an interactive News portal dedicated for broadcasting national & international event with national, realistic & unbiased views
Nation First!",FALSE,7479,,FALSE,https://twitter.com/eNewsBharati,1,against
179,6912,https://twitter.com/thatlawgicalguy/status/1353989590416289792,"So apparently it's, ""We the buses of India........""

#FarmersProtest",3093046832,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,thatlawgicalguy,Vedant | RCB & DC Stan Account,"he/him.
Life Sciences. Political Science. Law. Cricket
Looking for opportunities in Cricket & law.",FALSE,437,Delhi,FALSE,https://twitter.com/thatlawgicalguy,1,
180,2937,https://twitter.com/PrriyaRaj/status/1354057248431988741,"These headlines about the “Sikh” flag hoisted on #RedFort by protesting #farmers from Punjab in violation of the norms show the success of the plan devised by the leaders of #FarmersProtest . Good for politicians, bad for India.

#TractorRally #tractorParade #RepublicDay2021 https://t.co/6tpn57XszK",26681578,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","[{'previewUrl': 'https://pbs.twimg.com/media/EsqT4oBU0AETHD8?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EsqT4oBU0AETHD8?format=jpg&name=large', 'type': 'photo'}]",PrriyaRaj,प्रियराज/PrriyaRaj,Thinker I Cartoonist •Satirist • Poet • Speaker l Branding • Communications • Strategy l Talks • Keynote Speaking I Cartoon books available on Amazon and Vision,FALSE,437,New Delhi l Mumbai l lndia,FALSE,https://twitter.com/PrriyaRaj,1,neutral
181,2575,https://twitter.com/WhoTrendedIT/status/1354086472287191043,"Now this is classy. @SaralPatel and @ndtv made #FarmersProtest a trending topic in the US. Even as a cold hearted robot, I am impressed.",1304720396,"<a href=""http://upabove.com"" rel=""nofollow"">whotrendedit</a>",,WhoTrendedIT,Who Trended it ?,Who trended it detects who started the new trending topics in the US thanks to a highly classified algorithm. Follow me to discover Who makes Twitter what it is,FALSE,13532,,FALSE,https://twitter.com/WhoTrendedIT,1,against
182,5024,https://twitter.com/IndiaUnfolding/status/1353998345669230593,"Wasn't the RAF deployed? Why were hapless lathi wielding cops deployed to tackle sword wielding farmers?
#FarmersProtest",1175147046,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,IndiaUnfolding,Parag Amalnerkar,"Analyse,comment & write on: GeoPolitics|Foreign Affairs|Defence|Political Satire. #Strategist and #Marketeer. Views personal.",FALSE,417,,FALSE,https://twitter.com/IndiaUnfolding,1,against
183,5856,https://twitter.com/Sahu123437/status/1354010918762364929,"#shoot
Pic 1 :- Real #Farmer
Pic 2 :- #KhalistaniBreakingRules 
#Modi 
#tractorParade 
#FarmersProtest https://t.co/2sOdgtD2s8",3227177011,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'previewUrl': 'https://pbs.twimg.com/media/Esppv9uVcAAYRoW?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Esppv9uVcAAYRoW?format=jpg&name=large', 'type': 'photo'}, {'previewUrl': 'https://pbs.twimg.com/media/EsppwRuU4AAAv4U?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EsppwRuU4AAAv4U?format=jpg&name=large', 'type': 'photo'}]",Sahu123437,АНКИТ САХУ 🇮🇳,"It's Never Too Late, 
To Try And Make Things Right",FALSE,45,Bhopal,FALSE,https://twitter.com/Sahu123437,1,against
184,5930,https://twitter.com/chiragr_thakkar/status/1354009830298685441,"Disrturbing visuals from Delhi especially the Red Fort.

#KisanTractorRally #FarmersProtest",101149487,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,chiragr_thakkar,Chirag R Thakkar,"main ek nammukammal kitaab hu,
padh kar bhi mujhe samaj naa paoge,
ek pal lagega pehchaante ho mujhe,
agle hi pal ajnabi sa paoge",FALSE,125,Bharat,FALSE,https://twitter.com/chiragr_thakkar,1,
185,6960,https://twitter.com/ravipahwa10/status/1353988234074869761,This should stop right now. This is how movements are destroyed. #FarmersProtest #HistoricTractorMarch twitter.com/ANI/status/135…,118005646,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,ravipahwa10,Ravi Pahwa,Student of Law,FALSE,70,India,FALSE,https://twitter.com/ravipahwa10,1,
186,703,https://twitter.com/parthshokeen1/status/1353995817732829184,"Nothing is above our National Flag! 🇮🇳

#FarmersProtest #Farmers #TractorParadeOn26Jan",3047168683,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,parthshokeen1,Parth Shokeen,,FALSE,103,"New Delhi, India",FALSE,https://twitter.com/parthshokeen1,1,against
187,6993,https://twitter.com/Imamol97/status/1353986923686219779,Khalistani flag hoisted at Red Fort. Let that sink in! #FarmersProtest,601095196,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Imamol97,Amol,main expert hoon.,FALSE,571,"Pune, Maharashtra, India",FALSE,https://twitter.com/Imamol97,1,
188,4414,https://twitter.com/Shantanu_Prasad/status/1354037593839525892,"So this is what it has come down to...and that too on Republic Day!!

#FarmersProtest
#republicday twitter.com/JajaborManas/s…",54671707,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Shantanu_Prasad,Shantanu Prasad,"Engineer. Always up for a debate on religion, politics, mythology etc.",FALSE,197,"Mumbai, India",FALSE,https://twitter.com/Shantanu_Prasad,1,against
189,1678,https://twitter.com/soundarc2001/status/1354006846923624448,"Internet suspended in parts of NCR amid clashes during farmers' tractor rally

#tractorParade #TractorParadeOn26Jan #KisanParade #DelhiUnderAttack #DelhiRiots #FarmersProstests #FarmersProtest #FarmersProtests https://t.co/XS86c1Mca2",184616280,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'previewUrl': 'https://pbs.twimg.com/media/EsplodMVkAEnYTL?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EsplodMVkAEnYTL?format=jpg&name=large', 'type': 'photo'}]",soundarc2001,Soundar C / சௌந்தர் செ,"யாதும் ஊரே யாவரும் கேளிர்
💻Software Engineer🖥",FALSE,422,Coimbatore/Sivakasi,FALSE,https://twitter.com/soundarc2001,1,neutral
190,5809,https://twitter.com/HUNARGUPTABJP1/status/1354008375223320577,"अन्नदाता या आतंकी??
These three so called Farmers leaders should be booked by Police for #Sedition and playing to the tunes of #KhalistaniTerrorists, these stood completely exposed. 
#FarmersProtest 
#FarmersProstests 
#KhalistaniBreakingRules https://t.co/9epTnIhhaZ",1908865428,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'previewUrl': 'https://pbs.twimg.com/media/Espnb0YXMAAhAkH?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Espnb0YXMAAhAkH?format=jpg&name=large', 'type': 'photo'}, {'previewUrl': 'https://pbs.twimg.com/media/EspncCzXAAAc-A4?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EspncCzXAAAc-A4?format=jpg&name=large', 'type': 'photo'}, {'previewUrl': 'https://pbs.twimg.com/media/EspncO9XMAAeNY4?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EspncO9XMAAeNY4?format=jpg&name=large', 'type': 'photo'}]",HUNARGUPTABJP1,ᗩᗪᐯ. ᕼᑌᑎᗩᖇ GᑌᑭTᗩ ہنار گپتا,𝐉𝐊 𝐔𝐓 𝐁𝐉𝐏 𝐈𝐍-𝐂𝐇𝐀𝐑𝐆𝐄 𝐋𝐀𝐖 & 𝐋𝐄𝐆𝐀𝐋 𝐀𝐅𝐅𝐀𝐈𝐑𝐒 𝐃𝐄𝐏𝐀𝐑𝐓𝐌𝐄𝐍𝐓,FALSE,1062,Jammu,FALSE,https://twitter.com/HUNARGUPTABJP1,1,against
191,5005,https://twitter.com/Mohankovai/status/1354026847458062337,Halo desa dhroki @SreenivasanJain and @ndtv see yourself #FarmersProtest twitter.com/JajaborManas/s…,360397382,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Mohankovai,Mohan padmanabhan,"Happy to follow technics of @SriSri, proud of temples / Heritage of my Bharat desh & Tamilzh bhoomi. RT r not my endorsement",FALSE,424,coimbatore,FALSE,https://twitter.com/Mohankovai,1,against
192,5243,https://twitter.com/sahiljoshii/status/1354023466006024192,"""When babri masjid was demolished even then it was promised that no demolition will happen , but it happened it was intelligence  failure , even today's incidence is intelligence  failure"" - @rautsanjay61 #FarmersProtest",107646921,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,sahiljoshii,Sahil Joshi,"Executive editor, @Aajtak and @Indiatoday,@mumbaitak. chevening scholar. politics, intl n social issues, films n travel..views are personal but news is official",TRUE,32792,"Mumbai, India",FALSE,https://twitter.com/sahiljoshii,1,
193,3800,https://twitter.com/dotnagpur/status/1353994024156155904,"Meanwhile foreign news channels along with local journos like Hartosh ka Bal are doing their bit by adding fuel to the fire.
#KisanRally #TractorsVsTraitors 
Fake #FarmersProtest https://t.co/CO4N1VDk5d",160160155,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1353993945588625408/pu/img/Qd-u0ELad57GckPG.jpg', 'variants': [{'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1353993945588625408/pu/vid/640x360/manRhe7UwF5G1_Xr.mp4?tag=10', 'bitrate': 832000}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1353993945588625408/pu/vid/1280x720/-gu0Mz726lMqNK9-.mp4?tag=10', 'bitrate': 2176000}, {'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1353993945588625408/pu/pl/L3x045P2zrXOnSmz.m3u8?tag=10', 'bitrate': None}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1353993945588625408/pu/vid/480x270/kgw5x46wyimiCM2_.mp4?tag=10', 'bitrate': 256000}], 'duration': 12.61, 'type': 'video'}]",dotnagpur,Gh⊕sτ ℝⅈ∂εℝ ⛓️🔥,"🚩🔱 🏹🥏🛕♎🔥Real issues,quotes,memes🔥Brutally honest🔥Red herring buster🔥Don't Follow for Follow-back🔥RTs≠Endorsement🔥#marathipuns",FALSE,1067,Always HOT Nagpur ,FALSE,https://twitter.com/dotnagpur,1,against
194,6731,https://twitter.com/ghulamabbasshah/status/1353993468968841217,"#FarmersProtest Farmers enter #RedFort premises man climbs a flagstaff, hoists flag
#KisanTractorRally #HistoricTractorMarch #FarmersProstests 
#StandWithFarmers twitter.com/ghulamabbassha… https://t.co/ac806j13Cf",115635458,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'previewUrl': 'https://pbs.twimg.com/media/EspZ3_HWMAAhsGN?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EspZ3_HWMAAhsGN?format=jpg&name=large', 'type': 'photo'}, {'previewUrl': 'https://pbs.twimg.com/media/EspZ4jAWMAANWRU?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EspZ4jAWMAANWRU?format=jpg&name=large', 'type': 'photo'}]",ghulamabbasshah,Ghulam Abbas Shah,"Pakistani broadcast journalist Associated with @BOLNetwork ,  Formerly with The @aaj_urdu @ExpressNewsPK @indiatvnews @newsonepk . RTs not endorsement.",FALSE,4334,"Lahore, Pakistan",FALSE,https://twitter.com/ghulamabbasshah,1,neutral
195,7324,https://twitter.com/simplyparu/status/1353969954052304902,Farmers have reached Red Fort! Parliament not far now #FarmersProtest #tractorParade #TractorMarch twitter.com/Zebaism/status…,143388327,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,simplyparu,Prakhar 'Sports Nut' Sachdeo,"Journalist in making. Books, Sports and Cycle, Not necessarily in that order ⚽️🏏🎾",FALSE,335,"Mumbai, India",FALSE,https://twitter.com/simplyparu,1,neutral
196,1364,https://twitter.com/Devesh_83/status/1354128693803667456,"Now it’s time to deal with these hooligans with iron hands, now proper lathi is the solution for this violence in the name of #FarmersProtest maar lagao koi bhi ho. It’s over.",150703362,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,Devesh_83,Devesh Shukla,"Project Scientist at CSIR NBRI, #MetabolicEngineering, https://t.co/UkJW5jwJqI, https://t.co/3ZLeBPo4Fb, https://t.co/yDcR19b65G, https://t.co/1cEkHw1iWp…
https://t.co/jqLOHC3vrE",FALSE,297,"Lucknow, India",FALSE,https://twitter.com/Devesh_83,1,against
197,1215,https://twitter.com/karanisheer/status/1354122905873862656,"Accept existence
Or
Expect resistance

#FarmersProtest
#Delhi
#FarmersProstests",64644298,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,karanisheer,Karan Heer,"#IStandWithFarmers
#IStandWithKhalsaAid
#FarmersProtest
#KisaanMajdoorEktaZindabad",FALSE,262,Canada,FALSE,https://twitter.com/karanisheer,-1,for
198,5961,https://twitter.com/parasrishi/status/1354009345223057409,Hooligans who are vandalising a national monument of great historic significance aren’t the representatives of Farmers Community. Farmer leaders should deny any involvement with hooligans that were arrested at Red Fort today. They have done so much harm to the #FarmersProtest! twitter.com/arsh_kaur7/sta…,83558469,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,parasrishi,पारस ਰਿਸ਼ੀ,ੴ 🇮🇳 Sports. Quizzer. Politics. Movies. Equity Market. Travel. Food. Equality & Peace Advocate. Army Brat. Tweets Personal. Haryana is Home! ♥️,FALSE,1335,"Bengaluru, India",FALSE,https://twitter.com/parasrishi,1,against
199,2505,https://twitter.com/_SiddharthNayak/status/1353984246898184192,"Without comments. 

#FarmersProstests #FarmersProtest twitter.com/pbhushan1/stat…",2200731420,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,_SiddharthNayak,Siddharth Nayak,"Managing Partner, Atharva Legal LLP || Sports Lawyer || Ultra-Cyclist ||",FALSE,733,New Delhi,FALSE,https://twitter.com/_SiddharthNayak,1,
200,7689,https://twitter.com/singhbalkar/status/1353936124184584192,"@SachinA108 Today's Tractor March will be remembered as a example of Courage &amp; Unity for Centuries...

#HistoricTractorMarch #FarmersProtest #Tractor2Twitter #TractorParadeOn26Jan",72648071,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,singhbalkar,Balkar Singh,#FarmerBill2020 #FarmerProtest #FarmersProtest #FarmersDoneWithModiJumlas #IStandWithFarmers,FALSE,38,,FALSE,https://twitter.com/singhbalkar,1,for
201,3160,https://twitter.com/invincibleInd/status/1353973487241719808,"RIP Democracy!!

Sheer Power Abuse by BJP/ Modi Govt.
From Judges, Judiciary to entire federal Structure CBI, NIA, ED,  looks compromised as a whole for first time.
A Lay man can see how such folks getting Rajya Sabha
#TractorsVsTraitors 
#FarmersProtest #26JanDelhiTractorParade",123891481,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,invincibleInd,Invincible Indian,"Proud Indian 🇮🇳, Respect All Faiths, Love, Peace,, Brotherhood. poetry and Cricket lover ! Ardent fan VK🏏, No space for communal bigots/ Hate Mongers!!",FALSE,251,Chennai✈️Bangalore✈️Dubai✈️CA,FALSE,https://twitter.com/invincibleInd,1,for
202,6920,https://twitter.com/daanishmehra/status/1353989503581450240,"#दिल्ली_पुलिस_लठ_बजाओ

Time to treat these anti nationals the way USA treated the #CapitolHill
Protestors.

#tractorParade #KisanTractorRally #FarmersProtest #TractorMarchDelhi #TractorParadeOn26Jan #HistoricTractorMarch https://t.co/YfjSOioR4k",51800833,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'previewUrl': 'https://pbs.twimg.com/media/EspWRtOUYAYhWc7?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EspWRtOUYAYhWc7?format=jpg&name=large', 'type': 'photo'}]",daanishmehra,The Question Man,Indian ~ Love TV series and movies ~ Ex Online marketer ~ Social networking is like breathing ~ Like to explore new things ~  Music Lover,FALSE,132,Delhi,FALSE,https://twitter.com/daanishmehra,1,against
203,7318,https://twitter.com/Ayaz_Ind/status/1353940049797103616,"The people united will never be defeated!

 #FarmersProtest
#HappyRepublicDay2021
 #HistoricTractorMarch https://t.co/08ryEvkAzq",4675846681,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1353904444052705281/pu/img/DZolZllSu2t8Xm4I.jpg', 'variants': [{'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1353904444052705281/pu/pl/pBY26eA8j59ZqfYb.m3u8?tag=10', 'bitrate': None}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1353904444052705281/pu/vid/750x402/AedfhALNIxabhj0d.mp4?tag=10', 'bitrate': 832000}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1353904444052705281/pu/vid/502x270/-_jJpXjfbu73AWKw.mp4?tag=10', 'bitrate': 256000}], 'duration': 37.57, 'type': 'video'}]",Ayaz_Ind,Aisi - Taisi Democracy,RAISE YOUR VOICE AGAINST INJUSTICE AND HUMAN RIGHTS VIOLATIONS,FALSE,1941,INDIA,FALSE,https://twitter.com/Ayaz_Ind,1,for
204,1045,https://twitter.com/ujjawalsingh/status/1354138091733323782,"This should be considered an ACT of WAR against the Union. You know who the anti-nationals are now. 
No mercy while dealing with traitors.Hunt them down,one by one.

#FarmersProstests
#FarmersProtest
#AmitShah https://t.co/bRAfzs3UzF",62265146,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'previewUrl': 'https://pbs.twimg.com/media/EsrdarfVkAAowe4?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EsrdarfVkAAowe4?format=jpg&name=large', 'type': 'photo'}]",ujjawalsingh,Ujjawal Singh 🇮🇳,The link between business and technology. Creator of few very successful web and mobile products #bigdata #mobile #datavisualization #tech #politics #india,FALSE,1719,India,FALSE,https://twitter.com/ujjawalsingh,1,against
205,2950,https://twitter.com/vijaythakurx/status/1354006820730392577,"May be if the rally permission was rejected, many people would have commented 'the democratic rights of farmers were impinged #FarmersProtest #KisanTractorRally #TractorMarch #TractorsRally twitter.com/Suhelseth/stat…",45510548,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,vijaythakurx,"Vijay Thakur, all tweets personal opinion","Delhi based journalist working for THE STATESMAN since 1995. Write on Energy, Agriculture, Politics & the social sector
Love Nature, heritage, animals & Science",FALSE,545,GREATER NOIDA,FALSE,https://twitter.com/vijaythakurx,1,against
206,3179,https://twitter.com/Amanpr_t/status/1354071726083203072,"I will never ever vote for @BJP4India and @narendramodi if rioters are spared for this violence in Delhi...Every one of these rioter should be given punishment with long term impacts...blacklisting of every single of them..no jobs, no passport #FarmersProtest",1424600814,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,Amanpr_t,ਅਮਨ ਪ੍ਰੀਤ | Aman,"Punjabi and Proud Indian

#Bitcoin",FALSE,140,Bharat,FALSE,https://twitter.com/Amanpr_t,1,against
207,3635,https://twitter.com/YoYoDavySingh/status/1354061105128038400,"Pathetic bhakts

They thought ram jhaki will be a hit show and success for BJP but #FarmersProtest flopped that show twitter.com/charmyh/status…",2704435632,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,YoYoDavySingh,Davy Singh🏹🚜,"Anti-gormint😎

But not anti-nationalist😏

#NoFarmerNoFood
#FarmersProtest",FALSE,247,"Sacramento, CA",FALSE,https://twitter.com/YoYoDavySingh,1,for
208,970,https://twitter.com/_justcant_/status/1354141355845455872,"What was #DeepSidhu  doing at farmer's protest if he was banned by #KisanSanjhaMorcha from the #FarmersProtest ?

#deepsidhutraitor 

More on punjabnewsexpress.com/national/news/… twitter.com/Saurabh_Unmute…",2809584606,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,_justcant_,Guneev Puri,|Avid Milk Hater|Pancake Enthusiast|Memes Fanatic|,FALSE,52,"New Delhi, India",FALSE,https://twitter.com/_justcant_,1,
